name	LWR	fract	aLWR	afract	taxopath
query_1	0.006373	0.7787	0.006373	0.7787	cluster_IV;d__Archaea;p__Halobacterota
query_225	0.001291	0.8056	0.001291	0.8056	DISTANT
query_464	0.001454	0.8677	0.001454	0.8677	DISTANT
query_489	0.0005454	1	0.0005454	1	DISTANT
query_599	0.001745	1	0.001745	1	DISTANT
query_768	0.001626	1	0.001626	1	DISTANT
query_871	0.0002691	1	0.0002691	1	DISTANT
query_1008	0.06091	0.6471	0.06091	0.6471	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__;g__;s__
query_1104	0.007641	0.5995	0.01275	1	cluster_IV
query_1196	0.3598	0.9153	0.3637	0.9253	cluster_IV;d__Archaea;p__Halobacterota
query_1450	0.003607	0.9236	0.003607	0.9236	cluster_IV
query_1571	0.001626	1	0.001626	1	DISTANT
query_1702	0.001157	0.8379	0.001157	0.8379	DISTANT
query_1759	0.001579	0.7369	0.001579	0.7369	DISTANT
query_1907	0.006242	0.9468	0.006242	0.9468	cluster_IV
query_2039	0.001416	0.8793	0.001416	0.8793	DISTANT
query_2179	0.001827	1	0.001827	1	DISTANT
query_2362	0.007453	1	0.007454	1	cluster_IV
query_2464	0.001415	0.8832	0.001415	0.8832	DISTANT
query_2542	0.001827	1	0.001827	1	DISTANT
query_2734	0.001626	0.5	0.003252	1	cluster_IV
query_2765	0.00181	0.7409	0.00181	0.7409	cluster_IV
query_2886	0.001618	1	0.001618	1	DISTANT
query_3168	0.001221	0.7545	0.001221	0.7545	DISTANT
query_3282	0.001791	0.7944	0.001791	0.7944	cluster_IV
query_3426	0.00159	0.992	0.00159	0.992	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
query_3587	0.001014	0.6328	0.001014	0.6328	DISTANT
query_3700	0.001634	1	0.001634	1	DISTANT
query_3788	0.001223	0.7631	0.001223	0.7631	DISTANT
query_3964	0.003943	0.809	0.003943	0.809	cluster_IV
query_4097	0.03171	0.6907	0.03171	0.6907	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4275	0.001613	1	0.001613	1	DISTANT
query_4428	0.1071	0.7277	0.141	0.9575	cluster_IV
query_4537	0.01317	0.7093	0.01317	0.7093	cluster_IV;d__Archaea;p__Halobacterota
query_4668	0.0007916	0.9997	0.0007916	0.9997	DISTANT
query_4881	0.001304	0.372	0.001304	0.372	cluster_IV;d__Bacteria;p__Planctomycetota;c__PUPC01;o__;f__;g__;s__
query_16	0.001673	1	0.001673	1	DISTANT
query_160	0.001377	1	0.001377	1	DISTANT
query_356	0.000908	0.8825	0.000908	0.8825	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
query_568	0.04075	0.793	0.04075	0.793	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_711	0.0009562	0.5967	0.0009562	0.5967	DISTANT
query_808	0.0009519	0.594	0.0009519	0.594	DISTANT
query_908	0.001522	0.4986	0.001522	0.4986	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp001627925
query_1066	0.002448	0.5664	0.004107	0.9501	cluster_IV
query_1164	0.0006393	1	0.0006393	1	DISTANT
query_1271	0.0114	0.5085	0.0114	0.5085	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1388	0.04556	0.8176	0.04556	0.8176	cluster_IV
query_1502	0.0008274	0.513	0.0008274	0.513	DISTANT
query_1574	0.001221	0.7545	0.001221	0.7545	DISTANT
query_1721	0.1785	0.9223	0.1935	1	cluster_IV
query_1805	0.01156	0.4512	0.01156	0.4512	cluster_IV;d__Archaea;p__Halobacterota
query_1906	0.002614	0.7801	0.002614	0.7801	cluster_IV
query_1989	0.001631	1	0.001631	1	DISTANT
query_2094	0.0006108	0.6159	0.0006108	0.6159	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
query_2273	0.002662	0.8407	0.002662	0.8407	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2359	0.001236	0.7567	0.001236	0.7568	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
query_2549	0.005664	0.9998	0.005664	0.9998	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__LFER01;s__
query_2742	0.001922	0.9102	0.001922	0.9102	cluster_IV
query_2859	0.1085	0.4116	0.1222	0.4638	cluster_IV;d__Archaea;p__Halobacterota
query_3151	0.001157	0.8379	0.001157	0.8379	DISTANT
query_3298	0.004242	1	0.004242	1	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3408	0.001618	1	0.001618	1	DISTANT
query_3592	0.001157	0.8379	0.001157	0.8379	DISTANT
query_3704	0.001704	1	0.001704	1	DISTANT
query_3874	0.008485	0.7812	0.01086	1	cluster_IV
query_3980	0.001825	0.7663	0.001825	0.7663	cluster_IV
query_4118	0.001061	0.6433	0.001061	0.6433	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_4251	0.001024	0.5816	0.001024	0.5816	DISTANT
query_4362	0.01156	0.4512	0.01156	0.4512	cluster_IV;d__Archaea;p__Halobacterota
query_4538	0.263	0.6781	0.263	0.6781	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_4696	0.0006575	0.3789	0.001315	0.7579	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
query_4786	0.008633	0.5947	0.01452	1	cluster_IV
query_4900	0.001656	1	0.001656	1	DISTANT
query_69	0.001827	1	0.001827	1	DISTANT
query_185	0.02061	0.4739	0.02061	0.4739	cluster_IV;d__Archaea;p__Halobacterota
query_297	0.0008844	0.5519	0.0008844	0.5519	DISTANT
query_427	0.000922	0.5718	0.000922	0.5718	cluster_III;d__Bacteria
query_571	0.007098	0.4502	0.007098	0.4502	cluster_IV;d__Bacteria;p__Nitrospinota;c__2-12-FULL-45-22;o__2-12-FULL-45-22;f__;g__;s__
query_697	0.001827	1	0.001827	1	DISTANT
query_809	0.001482	0.9248	0.001482	0.9248	DISTANT
query_884	0.001613	1	0.001613	1	DISTANT
query_1050	0.004538	1	0.004538	1	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1251	0.001615	0.9999	0.001615	0.9999	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
query_1332	0.05576	0.7441	0.05576	0.7441	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1433	0.005988	0.9998	0.005988	0.9998	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__LFER01;s__
query_1594	0.001827	1	0.001827	1	DISTANT
query_1800	0.008986	0.5027	0.01787	1	cluster_IV
query_2003	0.0008844	0.5519	0.0008844	0.5519	DISTANT
query_2216	0.007649	0.7044	0.007649	0.7044	cluster_IV;d__Archaea;p__Halobacterota
query_2347	0.001372	0.833	0.001372	0.833	cluster_III;d__Bacteria
query_2465	0.001618	1	0.001618	1	DISTANT
query_2625	0.002643	0.8735	0.002643	0.8735	cluster_IV
query_2716	0.002771	0.7094	0.002771	0.7094	cluster_IV;d__Bacteria;p__Nitrospinota;c__2-12-FULL-45-22;o__2-12-FULL-45-22;f__;g__;s__
query_2842	0.0007096	0.7304	0.0007096	0.7304	cluster_I;d__Bacteria
query_2977	0.004805	1	0.004805	1	cluster_IV
query_3137	0.000908	0.8825	0.000908	0.8825	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
query_3272	0.0008172	0.5066	0.0008172	0.5066	DISTANT
query_3506	0.001009	0.5241	0.001009	0.5241	DISTANT
query_3635	0.00191	1	0.00191	1	DISTANT
query_3712	0.001372	0.833	0.001372	0.833	cluster_III;d__Bacteria
query_3806	0.08352	0.5089	0.1429	0.8706	cluster_IV
query_3934	0.1638	0.8882	0.1638	0.8882	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__GCA-2746425;g__;s__
query_4191	0.06793	0.4434	0.1251	0.8163	cluster_III;d__Bacteria
query_4347	0.00108	0.6742	0.00108	0.6742	DISTANT
query_4494	0.001616	1	0.001616	1	DISTANT
query_4665	0.001876	0.4986	0.001876	0.4986	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp001627925
query_4767	0.01207	0.7356	0.01207	0.7356	cluster_IV;d__Archaea;p__Halobacterota
query_4918	0.01522	0.9785	0.01522	0.9785	cluster_IV;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Labilibaculum;s__Labilibaculum filiforme
query_41	0.004287	0.9803	0.004287	0.9803	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_243	0.0009924	1	0.0009924	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_371	0.00191	1	0.00191	1	DISTANT
query_524	0.001022	0.6377	0.001022	0.6377	DISTANT
query_634	0.001603	1	0.001603	1	DISTANT
query_780	0.00134	0.7968	0.00134	0.7968	cluster_IV;d__Bacteria
query_831	0.00191	1	0.00191	1	DISTANT
query_933	0.005114	0.9251	0.005114	0.9251	cluster_IV
query_1074	0.000816	0.5092	0.000816	0.5092	cluster_III;d__Bacteria
query_1180	0.0009924	1	0.0009924	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_1275	0.001621	1	0.001621	1	DISTANT
query_1504	0.2086	0.6445	0.2086	0.6445	DISTANT
query_1717	0.001325	0.6625	0.001325	0.6625	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1884	0.004132	0.8165	0.004132	0.8165	cluster_IV
query_1966	0.004132	0.8165	0.004132	0.8165	cluster_IV
query_2038	0.00801	0.8039	0.009964	1	cluster_IV
query_2212	0.02772	0.5399	0.02772	0.5399	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus vulcanius
query_2394	0.003349	0.7574	0.003349	0.7574	cluster_IV
query_2494	0.001653	1	0.001653	1	DISTANT
query_2685	0.000989	0.6171	0.000989	0.6171	DISTANT
query_2822	0.00118	1	0.00118	1	DISTANT
query_3004	0.00191	1	0.00191	1	DISTANT
query_3307	0.001621	1	0.001621	1	DISTANT
query_3544	0.004766	1	0.004766	1	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_3677	0.002169	1	0.002169	1	DISTANT
query_3869	0.005114	0.9251	0.005114	0.9251	cluster_IV
query_3920	0.0006506	0.999	0.0006506	0.999	DISTANT
query_4067	0.00202	0.901	0.00202	0.901	DISTANT
query_4194	0.1785	0.9223	0.1935	1	cluster_IV
query_4306	0.05494	0.3655	0.1083	0.7205	cluster_IV
query_4402	0.001219	0.7532	0.001219	0.7532	DISTANT
query_4578	0.009682	1	0.009682	1	cluster_IV
query_4747	0.05384	0.6885	0.05384	0.6885	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4899	0.0009789	0.6108	0.0009789	0.6108	DISTANT
query_4980	0.006932	0.5385	0.01213	0.9424	cluster_IV
query_82	0.001117	0.6923	0.001117	0.6923	DISTANT
query_226	0.006373	0.7787	0.006373	0.7787	cluster_IV;d__Archaea;p__Halobacterota
query_308	0.06991	1	0.06991	1	DISTANT
query_549	0.001061	0.6433	0.001061	0.6433	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_675	0.001061	0.6433	0.001061	0.6433	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_766	0.00159	0.992	0.00159	0.992	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
query_875	0.01317	0.7093	0.01317	0.7093	cluster_IV;d__Archaea;p__Halobacterota
query_947	0.001579	0.7369	0.001579	0.7369	DISTANT
query_1064	0.005114	0.9251	0.005114	0.9251	cluster_IV
query_1245	0.02061	0.4739	0.02061	0.4739	cluster_IV;d__Archaea;p__Halobacterota
query_1416	0.007044	0.5	0.007044	0.5	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__GCA-2746425;g__;s__
query_1625	0.002071	1	0.002071	1	DISTANT
query_1776	0.03904	0.5666	0.03904	0.5666	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__GCA-2746425;g__;s__
query_2009	0.002587	0.515	0.002587	0.515	DISTANT
query_2250	0.001629	1	0.001629	1	DISTANT
query_2354	0.0006108	0.6159	0.0006108	0.6159	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
query_2457	0.004919	0.9766	0.004919	0.9766	cluster_IV
query_2576	0.007641	0.5995	0.01275	1	cluster_IV
query_2740	0.001423	0.7889	0.001423	0.7889	cluster_IV;d__Bacteria
query_2880	0.0006088	0.632	0.0006088	0.632	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
query_3018	0.06227	0.5652	0.06227	0.5652	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_3188	0.0009753	0.6086	0.0009753	0.6086	DISTANT
query_3362	0.00191	1	0.00191	1	DISTANT
query_3501	0.001418	0.8494	0.001418	0.8494	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae
query_3593	0.000625	0.6392	0.000625	0.6392	cluster_IV;d__Bacteria
query_3773	0.00142	0.8787	0.00142	0.8787	DISTANT
query_3852	0.001415	0.8832	0.001415	0.8832	DISTANT
query_3958	0.005114	0.9251	0.005114	0.9251	cluster_IV
query_4007	0.001301	0.6277	0.001301	0.6277	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4208	0.05563	0.7844	0.05563	0.7844	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_4534	0.001616	1	0.001616	1	DISTANT
query_4693	0.0009793	0.6072	0.0009793	0.6072	DISTANT
query_4784	0.0008172	0.5066	0.0008172	0.5066	DISTANT
query_22	0.001372	0.833	0.001372	0.833	cluster_III;d__Bacteria
query_85	0.002118	0.4986	0.002118	0.4986	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp001627925
query_173	0.008633	0.5947	0.01452	1	cluster_IV
query_302	0.01066	0.9223	0.01066	0.9223	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_416	0.01156	0.4512	0.01156	0.4512	cluster_IV;d__Archaea;p__Halobacterota
query_546	0.00191	1	0.00191	1	DISTANT
query_681	0.000908	0.8825	0.000908	0.8825	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
query_775	0.001495	0.8893	0.001495	0.8893	cluster_II
query_926	0.1278	1	0.1278	1	cluster_IV
query_997	0.001603	1	0.001603	1	DISTANT
query_1148	0.01039	1	0.01039	1	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1270	0.004776	1	0.004776	1	cluster_IV
query_1454	0.000625	0.6392	0.000625	0.6392	cluster_IV;d__Bacteria
query_1530	0.00382	0.8199	0.00382	0.8199	cluster_IV
query_1666	0.001827	1	0.001827	1	DISTANT
query_1756	0.0008974	0.56	0.0008974	0.56	DISTANT
query_1841	0.00142	0.8787	0.00142	0.8787	DISTANT
query_1944	0.001675	1	0.001675	1	DISTANT
query_2075	0.1785	0.9223	0.1935	1	cluster_IV
query_2297	0.000377	1	0.000377	1	DISTANT
query_2443	0.002169	1	0.002169	1	DISTANT
query_2531	0.006612	0.9525	0.006612	0.9525	cluster_IV
query_2566	0.001866	1	0.001866	1	DISTANT
query_2747	0.001047	0.6482	0.001047	0.6482	DISTANT
query_2894	0.001051	0.5	0.001051	0.5	cluster_IV;d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__
query_3050	0.008633	0.5947	0.01452	1	cluster_IV
query_3204	0.008398	0.8153	0.008398	0.8153	cluster_III;d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii
query_3405	0.004218	0.6256	0.004218	0.6256	cluster_IV
query_3623	0.002721	0.9164	0.002721	0.9164	cluster_IV
query_3693	0.003446	0.7471	0.003446	0.7471	cluster_IV
query_3772	0.001495	0.8893	0.001495	0.8893	cluster_II
query_3923	0.001866	1	0.001866	1	DISTANT
query_4062	0.001119	0.6925	0.001119	0.6925	cluster_III;d__Bacteria
query_4195	0.0009469	0.4889	0.001894	0.9777	cluster_IV;d__Bacteria;p__Proteobacteria
query_4375	0.001056	0.6566	0.001056	0.6566	DISTANT
query_4481	0.005068	0.5906	0.005068	0.5906	DISTANT
query_4608	0.07444	1	0.07444	1	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4725	0.0007702	1	0.0007702	1	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
query_4875	0.0977	0.1999	0.442	0.9042	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_7	0.108	0.4502	0.108	0.4502	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Kordiimonadaceae;g__GCA-2401685;s__
query_230	0.03776	0.4302	0.04661	0.531	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_401	0.0006088	0.632	0.0006088	0.632	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
query_506	0.001613	1	0.001613	1	DISTANT
query_699	0.006265	0.4453	0.0125	0.8883	cluster_IV
query_779	0.008992	0.5764	0.0156	1	cluster_IV
query_879	0.0009924	1	0.0009924	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_1021	0.001372	0.833	0.001372	0.833	cluster_III;d__Bacteria
query_1132	0.00109	0.6664	0.00109	0.6664	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A
query_1323	0.0008763	0.5443	0.0008763	0.5443	cluster_II
query_1482	0.007641	0.5995	0.01275	1	cluster_IV
query_1605	0.001613	1	0.001613	1	DISTANT
query_1751	0.0007096	0.7304	0.0007096	0.7304	cluster_I;d__Bacteria
query_1837	0.001022	0.638	0.001022	0.638	DISTANT
query_1998	0.0009469	0.4889	0.001894	0.9777	cluster_IV;d__Bacteria;p__Proteobacteria
query_2140	0.02109	0.8263	0.02552	1	cluster_IV
query_2244	0.001815	0.8634	0.001815	0.8634	cluster_IV;d__Bacteria
query_2353	0.0008181	0.5105	0.0008181	0.5105	DISTANT
query_2475	0.000566	1	0.000566	1	DISTANT
query_2605	0.006612	0.9525	0.006612	0.9525	cluster_IV
query_2658	0.001616	1	0.001616	1	DISTANT
query_2836	0.001637	1	0.001637	1	DISTANT
query_2983	0.0007752	0.4717	0.0007752	0.4717	cluster_III;d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AF;s__Clostridium_AF grantii
query_3098	0.002106	0.9924	0.002106	0.9924	DISTANT
query_3218	0.001291	0.8056	0.001291	0.8056	DISTANT
query_3441	0.001864	1	0.001864	1	DISTANT
query_3652	0.01317	0.7093	0.01317	0.7093	cluster_IV;d__Archaea;p__Halobacterota
query_3706	0.01317	0.7093	0.01317	0.7093	cluster_IV;d__Archaea;p__Halobacterota
query_3896	0.001179	1	0.001179	1	DISTANT
query_3975	0.001603	1	0.001603	1	DISTANT
query_4073	0.0009924	1	0.0009924	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_4198	0.001618	1	0.001618	1	DISTANT
query_4311	0.001827	1	0.001827	1	DISTANT
query_4487	0.2055	0.4668	0.4192	0.9522	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_4681	0.0009924	1	0.0009924	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_4874	0.00273	0.9466	0.00273	0.9466	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_156	0.01156	0.4512	0.01156	0.4512	cluster_IV;d__Archaea;p__Halobacterota
query_266	0.001827	1	0.001827	1	DISTANT
query_497	0.001223	0.7631	0.001223	0.7631	DISTANT
query_662	0.005593	0.594	0.009417	1	cluster_IV
query_797	0.004358	0.9037	0.004358	0.9037	cluster_IV
query_842	0.04339	0.8	0.04339	0.8	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_924	0.001904	0.8343	0.001904	0.8343	cluster_IV
query_1037	0.001053	0.6507	0.001053	0.6507	DISTANT
query_1131	0.0008579	0.5319	0.000858	0.5319	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales
query_1287	0.001616	1	0.001616	1	DISTANT
query_1525	0.0009924	1	0.0009924	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_1656	0.0006158	0.624	0.0006158	0.624	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
query_2117	0.001603	1	0.001603	1	DISTANT
query_2301	0.001377	1	0.001377	1	DISTANT
query_2439	0.001118	0.5	0.002236	1	cluster_IV
query_2533	0.001603	1	0.001603	1	DISTANT
query_2655	0.001221	0.7545	0.001221	0.7545	DISTANT
query_2827	0.002241	1	0.002241	1	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2906	0.001579	0.7369	0.001579	0.7369	DISTANT
query_3152	0.004352	1	0.004352	1	DISTANT
query_3324	0.0009924	1	0.0009924	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_3459	0.002169	1	0.002169	1	DISTANT
query_3596	0.001119	0.6925	0.001119	0.6925	cluster_III;d__Bacteria
query_3717	0.00593	0.9088	0.00593	0.9088	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_3804	0.001464	0.4886	0.002927	0.9772	cluster_IV
query_3912	0.001626	1	0.001626	1	DISTANT
query_4126	0.001613	1	0.001613	1	DISTANT
query_4329	0.003486	0.7862	0.003486	0.7862	cluster_IV
query_4461	0.002623	1	0.002623	1	cluster_IV
query_4748	0.001616	1	0.001616	1	DISTANT
query_4906	0.001666	0.8897	0.001666	0.8897	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_46	0.0008496	0.7459	0.0008496	0.7459	cluster_IV
query_96	0.09549	0.2664	0.09549	0.2664	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__GCA-2401155;s__
query_376	0.006373	0.7787	0.006373	0.7787	cluster_IV;d__Archaea;p__Halobacterota
query_598	0.001002	0.6251	0.001002	0.6251	DISTANT
query_655	0.001634	1	0.001634	1	DISTANT
query_801	0.00205	1	0.00205	1	DISTANT
query_901	0.03343	0.5469	0.03343	0.5469	DISTANT
query_1040	0.001618	1	0.001618	1	DISTANT
query_1197	0.003349	0.7574	0.003349	0.7574	cluster_IV
query_1333	0.01317	0.7093	0.01317	0.7093	cluster_IV;d__Archaea;p__Halobacterota
query_1474	0.04349	0.9291	0.04349	0.9291	cluster_IV
query_1542	0.002685	0.4986	0.002685	0.4986	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp001627925
query_1683	0.001623	1	0.001623	1	DISTANT
query_1926	0.001623	1	0.001623	1	DISTANT
query_2033	0.00968	0.8252	0.00968	0.8252	DISTANT
query_2194	0.01204	0.7087	0.01204	0.7087	cluster_IV;d__Archaea;p__Halobacterota
query_2314	0.000232	0.9982	0.000232	0.9982	DISTANT
query_2461	0.0006158	0.624	0.0006158	0.624	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
query_2573	0.0009299	0.4611	0.00186	0.9221	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_2720	0.02121	0.8593	0.02429	0.9838	cluster_IV
query_2802	0.001415	0.8832	0.001415	0.8832	DISTANT
query_3000	0.0009924	1	0.0009924	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_4071	0.001616	1	0.001616	1	DISTANT
query_4162	0.001374	0.5727	0.001374	0.5727	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_4289	0.005039	1	0.005039	1	DISTANT
query_4440	0.00191	1	0.00191	1	DISTANT
query_4565	0.02628	0.9566	0.02628	0.9566	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_4653	0.001255	0.5631	0.001255	0.5631	DISTANT
