name	LWR	fract	aLWR	afract	taxopath
query_2155	0.05297	0.7996	0.05297	0.7996	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2190	0.04838	0.5445	0.04838	0.5445	DISTANT
query_2296	0.1528	0.5017	0.1841	0.6046	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2344	0.09218	0.4479	0.09218	0.4479	DISTANT
query_2554	0.01996	1	0.01996	1	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina acetivorans
query_2712	0.01741	0.3651	0.01741	0.3651	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2755	0.6326	0.6736	0.6326	0.6736	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae
query_2800	0.2452	0.3407	0.2452	0.3407	DISTANT
query_2942	0.2086	0.507	0.2086	0.507	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2990	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3123	0.07785	0.4886	0.07785	0.4886	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_3169	0.2476	0.4887	0.2476	0.4887	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3221	0.07614	0.3997	0.07614	0.3997	DISTANT
query_3271	0.1725	0.7222	0.1725	0.7222	DISTANT
query_3453	0.004143	0.7004	0.004143	0.7004	cluster_II
query_3499	0.05251	0.3207	0.05251	0.3207	DISTANT
query_3657	0.1769	0.3275	0.4175	0.773	cluster_IV
query_3764	0.3533	0.7837	0.3533	0.7837	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042
query_3808	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3855	0.1769	0.3275	0.4175	0.773	cluster_IV
query_3916	0.07542	0.4701	0.09245	0.5762	cluster_IV
query_3971	0.1381	0.3149	0.3498	0.7978	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae
query_4029	0.1579	0.7289	0.1579	0.7289	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_4084	0.06714	0.4711	0.06714	0.4711	DISTANT
query_4143	0.009	0.7129	0.009829	0.7786	cluster_IV
query_4182	0.1769	0.3275	0.4175	0.773	cluster_IV
query_4242	0.03293	0.4899	0.03293	0.4899	DISTANT
query_4369	0.07773	0.275	0.1272	0.45	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4471	0.1675	0.5448	0.1675	0.5448	DISTANT
query_4557	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4700	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4755	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_0	0.07145	0.4348	0.07145	0.4348	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_28	0.1006	0.5093	0.1006	0.5093	DISTANT
query_195	0.2947	0.5708	0.4329	0.8386	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae
query_373	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_498	0.03822	0.4876	0.03822	0.4876	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_541	0.004978	0.6836	0.004978	0.6836	DISTANT
query_661	0.04996	0.3201	0.08497	0.5444	cluster_I;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae
query_752	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_956	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1060	0.2041	0.5481	0.2041	0.5481	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_1126	0.3116	0.4421	0.6901	0.979	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_1206	0.007726	1	0.007726	1	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_1278	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1375	0.04106	0.504	0.06026	0.7398	cluster_III;d__Bacteria
query_1770	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1845	0.05818	0.3533	0.05818	0.3533	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1896	0.04475	0.5618	0.04475	0.5618	DISTANT
query_1938	0.08457	0.7729	0.08457	0.7729	DISTANT
query_2044	0.05871	0.7924	0.05871	0.7924	DISTANT
query_2186	0.2464	0.8485	0.274	0.9437	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2402	0.3737	0.6082	0.3737	0.6082	cluster_IV;d__Bacteria;p__Planctomycetota;c__PUPC01;o__;f__;g__;s__
query_2520	0.005826	1	0.005826	1	DISTANT
query_2604	0.05745	0.3226	0.05745	0.3226	DISTANT
query_2632	0.16	0.3517	0.3673	0.8074	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae
query_2888	0.04322	0.2868	0.04322	0.2868	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_2943	0.05012	0.3956	0.05012	0.3956	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_3141	0.07841	0.3697	0.07841	0.3697	DISTANT
query_3325	0.6697	0.9609	0.6697	0.9609	cluster_IV;d__Bacteria
query_3387	0.2146	0.6411	0.2486	0.7428	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3438	0.006078	0.6529	0.006078	0.6529	DISTANT
query_3549	0.09184	0.463	0.1147	0.5782	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3607	0.1528	0.5017	0.1841	0.6046	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3713	0.1016	0.4699	0.1016	0.4699	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina acetivorans
query_3748	0.01662	0.411	0.01662	0.411	cluster_III;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__Syntrophoarchaeales;f__Syntrophoarchaeaceae;g__Syntrophoarchaeum;s__Syntrophoarchaeum caldarius
query_3802	0.9985	1	0.9985	1	DISTANT
query_4036	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4068	0.1211	0.6536	0.1211	0.6536	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4186	0.4256	0.6661	0.4256	0.6661	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042
query_4269	0.1475	0.3451	0.2209	0.5168	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_4318	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4367	0.06663	0.3145	0.06663	0.3145	DISTANT
query_4475	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_4514	0.1855	0.3961	0.33	0.7047	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_4577	0.1596	0.5353	0.1596	0.5353	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4707	0.08225	0.5702	0.08225	0.5702	DISTANT
query_4799	0.04784	0.5255	0.04784	0.5255	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4831	0.02546	0.3479	0.06202	0.8476	cluster_IV
query_102	0.05418	0.6078	0.05418	0.6078	DISTANT
query_272	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_375	0.1725	0.7222	0.1725	0.7222	DISTANT
query_462	0.2476	0.4887	0.2476	0.4887	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_508	0.03506	0.3727	0.0682	0.725	cluster_III;d__Bacteria
query_569	0.06753	0.8512	0.06753	0.8512	DISTANT
query_646	0.5132	1	0.5132	1	DISTANT
query_1090	0.5132	1	0.5132	1	DISTANT
query_1309	0.04624	0.3232	0.04624	0.3232	DISTANT
query_1343	0.01826	0.3832	0.01826	0.3832	DISTANT
query_1376	0.4367	0.708	0.4367	0.708	DISTANT
query_1429	0.1474	0.4019	0.3396	0.9259	cluster_III;d__Bacteria
query_1501	0.1359	0.4471	0.1359	0.4471	DISTANT
query_1563	0.005679	1	0.005679	1	cluster_IV
query_1613	0.0685	0.4498	0.0685	0.4498	DISTANT
query_1660	0.1386	0.6233	0.1386	0.6233	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1835	0.00301	0.4286	0.00301	0.4286	DISTANT
query_1892	0.9476	0.9945	0.9476	0.9945	DISTANT
query_2001	0.2407	0.9506	0.2407	0.9506	DISTANT
query_2125	0.273	1	0.273	1	DISTANT
query_2219	0.1986	0.5544	0.2117	0.5911	cluster_IV;d__Bacteria
query_2271	0.1109	0.4065	0.1109	0.4065	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_2366	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2595	0.07116	0.6129	0.09313	0.8021	cluster_III;d__Bacteria
query_2634	0.7078	0.7605	0.7078	0.7605	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina acetivorans
query_2724	0.05855	0.2341	0.1267	0.5068	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocullaceae;g__UBA206
query_2764	0.122	0.288	0.1997	0.4714	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_2821	0.08855	0.4778	0.1739	0.9381	cluster_III;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
query_2947	0.2163	0.4901	0.2798	0.634	cluster_IV;d__Bacteria
query_3022	0.1593	0.7735	0.1593	0.7735	DISTANT
query_3124	0.03686	0.3117	0.03686	0.3117	DISTANT
query_3165	0.2323	0.9443	0.2323	0.9443	DISTANT
query_3267	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3334	0.01789	0.5302	0.02068	0.6128	cluster_IV;d__Archaea;p__Halobacterota
query_3377	0.9936	1	0.9936	1	DISTANT
query_3469	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3578	0.2323	0.9443	0.2323	0.9443	DISTANT
query_3889	0.09783	0.5326	0.09783	0.5326	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_4011	0.07773	0.275	0.1272	0.45	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4104	0.0472	0.3519	0.0472	0.3519	cluster_I;d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales
query_4145	0.2313	0.3433	0.2313	0.3433	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_4294	0.003507	0.6578	0.003507	0.6578	DISTANT
query_4351	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_4465	0.003188	0.6041	0.003188	0.6041	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis
query_4746	0.01632	0.916	0.01632	0.916	cluster_III;d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii
query_4787	0.326	0.4168	0.4813	0.6153	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4993	0.1112	0.6809	0.1112	0.6809	DISTANT
query_39	0.0289	0.621	0.0289	0.621	DISTANT
query_88	0.2662	0.7496	0.2662	0.7496	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_112	0.1528	0.5017	0.1841	0.6046	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_182	0.1026	0.5973	0.1026	0.5973	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_271	0.029	0.5294	0.029	0.5294	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_364	0.2146	0.6411	0.2486	0.7428	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_429	0.2707	0.8139	0.2707	0.8139	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_551	0.004244	0.5032	0.004244	0.5032	cluster_IV;d__Archaea;p__Halobacterota
query_638	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_953	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1010	0.03739	0.6659	0.03739	0.6659	DISTANT
query_1194	0.2012	0.4004	0.2012	0.4004	DISTANT
query_1314	0.1247	0.8012	0.1247	0.8012	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_1353	0.01002	0.4051	0.01002	0.4051	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_1552	0.06708	0.3449	0.06708	0.3449	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_1624	0.1152	0.3241	0.1783	0.5014	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_1663	0.2443	0.5451	0.2443	0.5451	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_1876	0.01165	0.6497	0.01165	0.6497	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_1930	0.09184	0.463	0.1147	0.5782	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2086	0.4114	1	0.4114	1	DISTANT
query_2319	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_2449	0.03418	0.2099	0.03418	0.2099	cluster_II;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris_I
query_2567	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2697	0.05189	0.198	0.2605	0.9942	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_2735	0.07798	0.3903	0.09751	0.4881	cluster_IV;d__Bacteria
query_2809	0.5771	1	0.5771	1	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_2993	0.01676	0.3806	0.01676	0.3806	DISTANT
query_3036	0.06666	0.5857	0.06666	0.5857	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042
query_3201	0.02	0.6731	0.02	0.6731	cluster_IV;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__
query_3241	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3294	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3336	0.2593	0.6933	0.2593	0.6933	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3386	0.07322	0.5308	0.07322	0.5308	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_3431	0.04192	0.3753	0.04192	0.3753	DISTANT
query_3509	0.05083	0.7622	0.05083	0.7622	DISTANT
query_3554	0.03836	0.3449	0.1013	0.9106	cluster_IV
query_3574	0.03267	0.67	0.03267	0.67	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina acetivorans
query_3627	0.05781	0.5958	0.05781	0.5958	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_3671	0.2367	0.6211	0.2367	0.6211	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_3830	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3878	0.00684	1	0.00684	1	DISTANT
query_4012	0.00752	1	0.00752	1	DISTANT
query_4091	0.3028	1	0.3028	1	DISTANT
query_4327	0.08288	1	0.08288	1	DISTANT
query_4419	0.06539	0.5632	0.09392	0.8089	cluster_III;d__Bacteria
query_4454	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_4500	0.04148	0.3704	0.04148	0.3704	DISTANT
query_4716	0.005178	1	0.005178	1	DISTANT
query_4766	0.002651	0.6047	0.002651	0.6047	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_4803	0.06155	0.3872	0.06155	0.3872	cluster_IV;d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus durus
query_4852	0.1725	0.7222	0.1725	0.7222	DISTANT
query_4932	0.09521	1	0.09521	1	DISTANT
query_42	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_87	0.2476	0.4887	0.2476	0.4887	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_131	0.03526	0.3566	0.03526	0.3566	DISTANT
query_318	0.003133	1	0.003133	1	DISTANT
query_362	0.02798	0.5982	0.02798	0.5982	DISTANT
query_545	0.1062	0.5907	0.1062	0.5907	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_637	0.1332	0.7144	0.1332	0.7144	cluster_IV;d__Archaea;p__Halobacterota;c__Syntrophoarchaeia;o__ANME-1;f__ANME-1;g__;s__
query_722	0.2146	0.6411	0.2486	0.7428	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_778	0.08281	0.5822	0.08281	0.5822	DISTANT
query_919	0.05622	1	0.05622	1	DISTANT
query_964	0.2051	0.4595	0.2051	0.4595	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A infernus
query_1033	0.09218	0.4479	0.09218	0.4479	DISTANT
query_1214	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1262	0.1667	1	0.1667	1	DISTANT
query_1328	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1372	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1413	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1508	0.005884	0.687	0.005884	0.687	DISTANT
query_1567	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_1665	0.01057	1	0.01057	1	DISTANT
query_1710	0.08762	0.2907	0.1418	0.4703	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_1782	0.09302	0.5761	0.09302	0.5761	DISTANT
query_1861	0.1464	0.3339	0.1464	0.3339	cluster_II;d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__;g__;s__
query_1992	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2099	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2272	0.1185	0.3384	0.1185	0.3384	cluster_IV;d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B
query_2580	0.0221	0.4911	0.02977	0.6614	cluster_IV;d__Archaea;p__Halobacterota
query_2640	0.01975	0.9198	0.01975	0.9198	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
query_2776	0.02132	0.4827	0.02878	0.6518	cluster_IV;d__Archaea;p__Halobacterota
query_2814	0.1381	0.3149	0.3498	0.7978	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae
query_2915	0.2146	0.6411	0.2486	0.7428	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_2964	0.01411	0.709	0.01411	0.709	cluster_IV;d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chloroherpetonaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
query_3068	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_3110	0.2086	0.507	0.2086	0.507	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3162	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3210	0.1155	0.548	0.1155	0.548	DISTANT
query_3413	0.3029	0.7981	0.303	0.7981	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_3471	0.1871	0.5641	0.1871	0.5641	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3508	0.07773	0.275	0.1272	0.45	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_3569	0.1026	0.2929	0.1575	0.4496	cluster_IV;d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus
query_3620	0.1109	0.4065	0.1109	0.4065	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3832	0.01923	0.4721	0.01923	0.4721	DISTANT
query_3888	0.1232	0.25	0.1232	0.25	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_3990	0.05938	0.6929	0.05938	0.6929	cluster_I;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium gaetbulicola
query_4048	0.2163	0.4478	0.2163	0.4478	cluster_IV;d__Bacteria;p__Myxococcota;c__UBA9042
query_4183	0.005679	1	0.005679	1	cluster_IV
query_4240	0.7729	1	0.7729	1	DISTANT
query_4288	0.218	0.8468	0.218	0.8468	DISTANT
query_4437	0.1702	0.5169	0.1702	0.5169	DISTANT
query_4592	0.1005	0.7418	0.1005	0.7418	cluster_IV;d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales
query_4640	0.06181	0.7558	0.06181	0.7558	cluster_IV;d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
